Accession,Gene,protein length,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17,prot.18,prot.19,prot.20,prot.21,prot.22,prot.23,prot.24,prot.25,prot.26,prot.27,prot.28,prot.29,prot.30,prot.31,prot.32,prot.33,prot.34,prot.35,prot.36,prot.37,prot.38,prot.39,prot.40,prot.41,prot.42,RNA.1,RNA.2,RNA.3,RNA.4,RNA.5,RNA.6,RNA.7,RNA.8,RNA.9,RNA.10,RNA.11,RNA.12,RNA.13,RNA.14,RNA.15,RNA.16,RNA.17,RNA.18,RNA.19,RNA.20,RNA.21,RNA.22,RNA.23,RNA.24,RNA.25,RNA.26,RNA.27,RNA.28,RNA.29,RNA.30,RNA.31,RNA.32,RNA.33,RNA.34,RNA.35,RNA.36,RNA.37,RNA.38,RNA.39,RNA.40,RNA.41,RNA.42,GR.cluster,NM.cluster,GR.Pearson.r,NM.Pearson.r,all.Pearson.r,GR.Spearman.rho,NM.Spearman.rho,all.Spearman.rho
P15179,MSD1,658,1.742297343,1.657107524,1.784419926,3.683357404,3.967209789,2.871329755,1.347289206,1.419375603,1.519504025,1.825194541,1.869084632,1.601047843,1.762966158,2.336650155,2.253918069,2.794187134,3.520748867,2.952938536,3.656632138,3.118333703,3.517554504,6.284281957,6.456621288,4.478765551,3.471093374,2.265987505,2.963421815,1.162011561,2.172937257,2.473736662,3.960718984,4.503069536,4.074202553,2.912580763,2.359265123,2.657972202,2.464341498,3.275178173,2.548551472,3.466946622,3.27465306,3.087938132,0.055407276,0.071608517,0.071327176,0.196989555,0.186180399,0.17769233,0.069872882,0.080733762,0.085117066,0.083158454,0.083565242,0.079167766,0.148463443,0.144298929,0.150390585,0.215285246,0.211384503,0.224201093,0.346601048,0.327719795,0.406173445,0.300743614,0.253574834,0.294421183,0.164978195,0.205439274,0.188659043,0.083034256,0.062501297,0.060671956,0.089356663,0.092876195,0.08213541,0.076414538,0.083784134,0.091629522,0.111389517,0.130852699,0.119816263,0.082489222,0.068857959,0.084008876,1,1,0.915115197,0.655316237,0.54576685,0.836945304,0.515873016,0.570375172
P15274,AMD1,810,75.82680684,72.28552697,66.66771511,84.89881244,94.9078849,84.99714301,71.81464157,72.65406608,97.39483531,114.4513578,96.81035885,90.43665182,98.18836498,101.6851264,106.1390338,118.316888,90.1807856,119.0294121,225.4985341,130.5600484,141.2839033,121.8629868,163.5118071,150.2702153,97.63073708,83.45976577,105.817767,69.57954118,113.9140386,114.790065,117.5250796,125.1640048,115.0447838,134.9273081,124.5534828,129.8652881,87.82566915,112.0762769,88.04447491,133.6984618,146.3800164,144.6882017,0.095141741,0.130363058,0.12810136,0.210587102,0.220314218,0.179186953,0.117632051,0.123086935,0.13519949,0.134113864,0.133602142,0.124375502,0.180962334,0.185568188,0.183809494,0.214690532,0.194869299,0.243167168,0.310180622,0.315528096,0.435723343,0.314407666,0.272649814,0.296524544,0.207115155,0.237184119,0.232451267,0.140991794,0.115794677,0.09816041,0.08241554,0.088005461,0.072011684,0.10669538,0.109437771,0.11329892,0.144246587,0.153721162,0.134676075,0.119769213,0.095865371,0.121679322,3,1,0.730801054,0.056925619,0.376409717,0.861713106,-0.22954823,0.094886962
P15303,SEC23,768,617.1133323,561.46384,645.5683027,787.279954,796.8938979,815.1969165,463.6483083,498.4783848,799.718881,740.9160229,634.00206,625.3651662,676.9166333,657.9937358,691.9520263,1071.541756,1031.795844,1169.48954,1254.307869,1475.386545,1324.337653,809.6225215,897.0674825,1084.193007,1341.795591,735.7860662,867.9080669,521.2905832,828.1621549,778.5890789,969.7658469,1194.191959,992.9298186,965.124415,845.0481846,874.9750261,693.9610035,896.6176442,752.2735387,904.8226943,869.0515546,891.1925949,0.194490384,0.191139017,0.241815529,0.512986346,0.514033757,0.469007313,0.21812345,0.246276189,0.256583774,0.260149701,0.265674432,0.247275869,0.424845233,0.437316988,0.395300537,0.532112721,0.540757687,0.64766606,0.903888533,0.853504106,1.120542916,0.755553207,0.627270934,0.629029442,0.586822194,0.59848611,0.605908191,0.273884532,0.222915066,0.19746143,0.207796197,0.200482411,0.184624723,0.226761917,0.232960166,0.23227971,0.322897749,0.387234511,0.300844738,0.231026231,0.18117111,0.239519979,1,1,0.912582675,0.173435428,0.604820349,0.894736842,-0.107448107,0.347864841
P15365,DAL5,543,3647.130516,2636.064558,2774.899421,778.6707558,803.3455177,860.8450522,4691.250983,5028.138122,3584.137712,5957.748907,5012.482303,5540.709979,5396.986118,5299.066111,5050.570632,7283.773899,7042.959003,8494.590063,7775.471322,5303.249414,8138.920888,1502.358892,3263.420747,4451.20015,1445.428657,1119.478102,1224.399526,2750.629161,4657.102815,4891.655384,747.4739875,709.9699467,1322.998694,6459.304264,5167.667133,5144.615388,1111.398004,1406.276638,682.8981222,6125.073852,5782.78332,8203.886314,2.229943853,0.074642112,2.586292802,0.132973005,0.112516828,0.106319062,4.745166376,5.425386551,5.745208449,5.055746053,4.703413218,4.464514496,5.547889139,6.002697685,5.692792343,6.094792439,6.485353208,6.833167559,8.095973296,5.508492096,8.682453763,0.121079922,0.102650553,0.107661265,0.082525302,0.071479387,0.073370098,4.547873804,2.679461254,3.077504138,0.081058491,0.077113036,0.067281701,1.82103531,1.865179003,1.563061874,1.168082131,1.152950831,0.904475069,3.378912307,1.951021019,3.633589713,1,2,0.844063435,0.62247178,0.79534602,0.768833849,0.658730159,0.7765173
P15367,SEC11,167,41.34438538,42.12857804,41.13046736,70.56268939,77.7022536,66.18049383,39.34959631,42.16946073,28.17651125,47.94954505,39.89968979,42.7901226,47.34841323,51.95338033,51.64604395,57.51961169,69.97561904,50.92434718,68.81579266,47.17786527,60.92603958,111.973021,150.7933555,117.3720759,101.8018224,55.45503533,67.46667142,25.13504689,57.87329897,66.42937059,83.33312912,84.09694537,88.78471961,71.83701872,65.22775776,70.20314304,62.12321159,106.6986322,50.52144423,55.16221633,64.41759027,55.42893038,0.350260126,0.324197934,0.38897631,0.781751885,0.740614264,0.722547858,0.309547134,0.352697356,0.404983785,0.36281704,0.336304839,0.361199038,0.564122035,0.550238758,0.500358607,0.648576601,0.680393832,0.722744836,1.051251718,0.977897028,1.109635353,1.163894083,0.953641116,1.023247099,1.043145495,1.027536494,0.957216474,0.359968334,0.324702769,0.255892699,0.335729296,0.363011668,0.330524022,0.34621226,0.383345908,0.356258634,0.397801703,0.476952951,0.432276089,0.295673837,0.301400101,0.330430223,3,1,0.719164427,0.56179303,0.468659941,0.766769866,0.445665446,0.33976177
P15380,PUT4,627,33.49929808,35.99897394,26.41389055,45.16942579,27.81275054,35.77035121,32.40929384,41.94872848,26.87505593,57.2650598,44.51219862,50.36528174,60.78481288,67.97928405,57.14670199,69.96955361,96.86673833,87.89582561,94.90304943,105.2299788,80.98069217,82.45060906,71.7708426,62.27636107,54.13730368,22.87264092,40.72146206,35.71218393,62.47811296,68.54508734,49.08275639,61.88316284,61.36623278,83.79161788,69.64046577,103.4983147,30.91338291,59.88069084,25.27678333,70.8958043,50.12464618,64.24759978,0.833016666,0.321310221,0.936436262,0.548386879,0.507098789,0.532789801,1.01110028,1.154195203,1.260334679,1.297402194,1.329815415,1.306977644,1.969339257,1.906792764,1.721620414,1.58687742,1.698977558,1.824823404,2.110401932,1.715224569,2.720396855,0.578919458,0.442421634,0.560515141,0.308541058,0.351268808,0.412323237,1.621991999,1.162757359,1.073720404,0.49358524,0.501837501,0.549343048,1.330615395,1.348167618,1.454245251,1.103902127,1.314840595,1.017822087,1.046819111,0.857947048,1.265983167,3,2,0.733418291,0.20775364,0.500124622,0.789473684,0.268009768,0.499716393
P15424,MSS116,664,92.61531291,81.18314876,85.82066874,193.6919653,191.9301156,167.6703255,75.1149093,69.10146839,75.60257718,134.7480546,107.2402589,108.8332517,167.8801761,168.7195768,148.2447371,345.62841,372.9093629,345.6793854,477.4151844,516.4573164,494.3974986,311.4338686,340.8078016,360.4001234,255.8685887,149.9003872,163.6387802,89.80654846,139.0070793,148.2617291,256.9414165,287.4459492,258.8906021,173.0448702,148.147246,186.5339065,178.1571016,205.1349618,181.8545435,200.846201,187.9047294,185.8104753,0.163734689,0.122591321,0.206843821,0.598793148,0.595808141,0.544263173,0.212592161,0.241641226,0.26363635,0.294266608,0.293995679,0.273332513,0.538821562,0.550497698,0.528611939,1.064603077,0.964074013,1.13424046,1.684036279,1.738754927,2.080414246,1.018941823,0.894117099,0.912110729,0.601574224,0.615261998,0.573584372,0.253490359,0.179765434,0.169763837,0.266071862,0.285508998,0.250250073,0.229141516,0.252427372,0.273074394,0.370888332,0.435104141,0.363631063,0.265529396,0.174528588,0.244136191,1,1,0.977253101,0.640250002,0.884611938,0.929824561,0.562271062,0.70699295
P15436,POL3,1097,6.532609018,5.500221669,6.589925155,9.601524078,9.08650997,7.820515145,5.308041969,5.544062164,3.457858696,6.717407523,5.77249562,5.604720398,6.614856877,6.946109072,6.886389125,9.353681422,9.229478589,8.106827718,9.764460669,8.995072077,11.24249066,21.9157793,18.9032957,15.19073141,14.64465541,7.059570689,8.468873718,3.956904002,7.281427185,8.430242965,8.474396228,10.63982712,8.832581824,11.11680921,8.064515293,9.346300202,8.519970306,11.79564879,7.837824362,5.836522767,8.00030943,6.852708976,0.04336398,0.026818288,0.051330598,0.094502069,0.086259972,0.074133703,0.045998818,0.051578893,0.05143926,0.056909784,0.051930197,0.051144551,0.073824138,0.081458844,0.079876541,0.101183878,0.09726187,0.104290687,0.159331581,0.141707319,0.180426753,0.129801094,0.098188843,0.101750151,0.08859111,0.091066056,0.087401488,0.052408409,0.035092262,0.033456801,0.037002077,0.03610989,0.030438747,0.041456342,0.045435257,0.041475348,0.052899622,0.062395822,0.056137314,0.041847419,0.035858384,0.043946496,3,1,0.891404369,0.66189961,0.474249859,0.900928793,0.338827839,0.438457175
P15442,GCN2,1659,21.46764124,19.93222326,22.47383517,20.20925229,19.00041148,19.34930804,17.88666769,18.96915948,18.36327824,21.13610689,17.31251733,19.99887021,18.43698985,18.56166246,20.79343674,23.73785192,20.70454223,18.63264396,18.36925254,17.78659367,20.20325508,26.81319008,30.23376081,32.8967166,32.82822565,16.66053644,21.25045801,11.81971306,23.50946099,24.93799965,22.01506576,28.38275772,24.4670647,31.84296222,28.78438753,28.28473911,19.42091217,25.60506768,16.72859631,25.16452258,32.27292234,24.09520208,0.047602519,0.033647932,0.052840603,0.08205394,0.075423179,0.071344212,0.051246651,0.055685175,0.057019936,0.058264508,0.051723075,0.052655639,0.06942204,0.072713124,0.073973747,0.094090688,0.090257151,0.087716802,0.116970007,0.114703865,0.135637617,0.109008271,0.082330162,0.090419982,0.081958568,0.090244093,0.078904849,0.055717556,0.045804675,0.035421246,0.030008959,0.031368538,0.027779677,0.044925778,0.048052334,0.04321763,0.050580877,0.061083432,0.056319271,0.049405429,0.043883542,0.049554119,3,1,-0.032366859,-0.008414298,-0.151294558,0.02373581,-0.136752137,-0.264403209
P15454,GUK1,187,797.6888773,755.7505802,844.8763422,1249.603596,1590.756289,1019.043361,602.1146604,694.2822297,1105.978127,1134.748142,861.4493682,861.0775103,1025.320349,1178.2423,986.3673368,2025.845116,2280.531582,1821.069608,2302.695273,2477.553068,2543.514695,2070.084478,2144.825231,1885.374501,2042.995266,1218.776454,1540.113508,1177.514942,2400.585627,1783.751291,2186.491331,2600.625135,1938.481967,2093.770431,2539.680363,1922.042809,1206.261156,1394.02633,1296.853531,3060.670186,2204.269179,2486.587773,0.29444452,0.164930761,0.369670097,0.757354721,0.739695238,0.687997033,0.337413776,0.397277435,0.467598437,0.429750679,0.430009542,0.419141343,0.733438404,0.77136906,0.72145474,1.007964984,1.039386713,1.20792932,1.638075254,1.523534249,1.954838136,1.139204043,0.894745191,0.920955921,0.918885455,0.9781643,0.896350835,0.405124528,0.28532488,0.28431418,0.326827,0.365928889,0.275572585,0.395927062,0.413690862,0.380332454,0.520877814,0.578006087,0.470618838,0.416915117,0.266332467,0.379023627,1,1,0.933963607,-0.138364806,0.317859251,0.942208462,-0.26984127,0.190827324
P15496,IDI1,288,379.3819528,351.4058589,394.6041758,456.9417448,523.2788633,426.5928483,319.5585802,348.8236209,261.5506382,432.8431095,391.8597934,382.0515365,426.5349407,396.9195522,431.4267631,492.2659495,489.3328818,542.6753257,532.2155968,570.2351435,569.0558608,456.9909672,615.8996985,564.9701103,761.7481254,328.2641617,388.1700557,230.3601381,433.0284162,502.0640728,508.8461273,644.5021697,478.1275814,541.5200507,440.3051061,504.7230397,363.2790378,480.9303538,311.0363736,362.046069,462.1650941,431.2926085,0.641945489,0.586818189,0.735400804,1.757862154,1.703985156,1.418907431,0.59662721,0.690598164,0.76312093,0.714639388,0.724581066,0.641392874,0.960054644,0.999430444,1.023152494,1.204935358,1.167814273,1.28562155,1.791360554,1.797675617,2.239957779,2.148889442,1.739756651,1.796993247,1.940137695,1.754626023,1.379891259,0.645928885,0.579813519,0.445919953,0.318806983,0.359681855,0.278455744,0.483357103,0.54628032,0.476981698,0.646223986,0.799041466,0.708772456,0.659543022,0.58556894,0.605344754,3,1,0.861623658,0.259482623,0.399897258,0.86377709,-0.05982906,0.226804959
P15565,TRM1,570,116.8727173,102.9941663,105.6266717,167.7693622,164.3850732,162.5182345,97.41216155,107.4869894,193.6358563,170.0398586,145.1085714,151.5136684,167.5379797,188.1325217,183.1184561,304.93309,264.5235549,307.6655103,369.521125,368.5076569,343.945685,165.9065204,184.5694367,224.5936138,189.9779045,160.9730179,205.4990635,111.2025765,176.4683038,184.237718,211.6978089,232.6244902,208.9109081,188.0031577,185.2271949,179.4419939,162.4282055,187.18869,194.9387518,275.2597171,205.4178688,243.247906,0.136832874,0.056712087,0.162361633,0.40955278,0.404386332,0.32264658,0.14438934,0.18325172,0.191896318,0.175840081,0.186086312,0.168582542,0.282725289,0.307921048,0.290096066,0.422269923,0.404614647,0.486782329,0.735056595,0.692773954,0.894916678,0.573053753,0.460519861,0.445762303,0.377996553,0.37769808,0.3281377,0.173258035,0.121665582,0.113761648,0.146546062,0.135638066,0.111886405,0.161177372,0.173822447,0.160388857,0.233597031,0.264170476,0.216477981,0.190813108,0.114072596,0.168370669,1,1,0.930453847,-0.078166359,0.673495184,0.936016512,-0.186202686,0.371039624
P15624,FRS1,595,79.31476752,76.74987879,86.55227864,160.3440348,150.8752982,119.225829,82.00181004,78.20266873,115.9885939,138.6064017,119.9530605,107.8799445,121.9593903,130.9378395,151.2457746,225.4886624,242.6621051,203.8122731,279.057006,300.9050267,305.827524,439.0578204,196.8809824,207.1376929,204.4949938,122.8813978,163.63398,80.14942734,130.7646491,133.6727392,187.4723187,232.8623826,171.7565182,148.8231195,140.0238842,152.392679,137.3945719,165.6602219,150.4114493,201.9488465,156.1181931,175.8126836,0.170337196,0.045933673,0.223651361,0.642805217,0.65403557,0.54770066,0.236307845,0.2747951,0.285526522,0.315849361,0.33438615,0.312503482,0.578863469,0.592530561,0.556766729,0.847012302,0.779336645,0.986769948,1.353959833,1.385333887,1.812476869,0.958281015,0.77251743,0.839094589,0.644182591,0.666989402,0.700775612,0.285073113,0.161672623,0.202536331,0.277659026,0.277285518,0.2290909,0.270374807,0.298734405,0.277586317,0.441507657,0.474044555,0.398642922,0.316667922,0.169184519,0.296980834,1,1,0.951620838,0.544897963,0.72331427,0.95252838,0.391330891,0.634227372
P15625,FRS2,503,129.4821574,124.6720812,124.5619082,181.3292974,256.8143438,224.7198505,118.3563875,142.9507634,161.6821614,183.6686978,155.1932329,168.3269029,196.554785,194.1864302,201.9086107,309.9521537,305.0400013,251.9750679,387.3543104,534.732238,342.8236049,190.3232541,263.4831317,258.54497,336.0354618,193.0886243,249.6678118,153.8350852,202.8962429,223.5503959,294.0913918,345.4897412,262.0629043,228.7385942,214.117464,242.7519316,184.3039721,281.7880689,202.6076825,250.465524,237.0219461,217.3890423,0.265600927,0.068961437,0.307899665,0.512310014,0.524375661,0.480821717,0.255245855,0.295470894,0.307706473,0.277156035,0.305274765,0.272143397,0.453057106,0.456625519,0.416482609,0.654149595,0.652544713,0.816858972,1.16441767,1.173806838,1.594318224,0.832116933,0.644397232,0.64377843,0.675136252,0.66741628,0.624481969,0.341948875,0.222791666,0.21653952,0.242849928,0.236641397,0.18066631,0.275732596,0.289443025,0.277197365,0.394958055,0.442547526,0.344362182,0.289782193,0.180352502,0.287758374,1,1,0.856603626,0.104279385,0.634944822,0.886480908,-0.01953602,0.386111336
P15700,URA6,204,1848.959624,1651.871204,2194.420716,2726.511049,3557.75601,1797.550662,1345.929474,1422.66435,2131.097807,1784.511845,1463.825049,1650.53812,1720.085699,1777.267757,1670.309965,2980.459754,2667.081942,2637.6432,2452.492898,3080.380016,3373.010457,4774.770991,5243.04358,5563.259874,3873.410605,2309.685274,3676.952229,1549.245265,2767.322926,3152.69546,3838.926155,4864.468973,3633.206479,3628.144539,3123.678543,2907.499695,2309.128245,2947.659902,3544.587393,4057.36016,3714.110964,3698.776429,0.123878087,0.06394023,0.134812248,0.315899788,0.341211263,0.312370051,0.124568967,0.147410392,0.153690699,0.15153951,0.129221207,0.127820487,0.227848145,0.237752344,0.218230037,0.269120985,0.282623885,0.290436036,0.476195924,0.457857759,0.52154662,0.518005707,0.369825754,0.379506636,0.464240929,0.442765336,0.40823495,0.146888386,0.105902147,0.103613694,0.139595161,0.135495758,0.119287692,0.156205631,0.168443237,0.156901858,0.168046519,0.187614576,0.16614242,0.137835284,0.109375999,0.121266924,1,1,0.809846184,0.330024006,0.338541841,0.762641899,0.155677656,0.23944575
P15703,BGL2,313,11097.88945,12818.0684,15832.83307,33400.02199,33427.80374,22204.28862,9724.499469,12256.78448,8396.053617,9672.547256,7300.749069,9273.091028,10176.62299,10425.60377,11801.04969,13533.67144,13437.72255,10605.86322,11143.24167,11575.14,14078.24697,63908.06243,76019.82411,49088.18984,38856.52182,15740.24516,23146.77581,5184.135212,15130.69183,20061.84171,21207.32858,30621.59867,23850.88356,21847.70281,15440.13456,16112.68843,16095.59745,29497.97608,14979.64432,16863.83202,19733.00182,16992.65774,0.838142451,0.610315483,0.940994829,2.80466729,2.56319672,2.618115999,0.878811104,1.01667035,1.075150134,1.189027809,1.072139361,1.098612242,1.807319245,2.038025198,1.773176031,2.113963559,2.129673812,2.622512484,3.220715121,3.291257963,3.847312793,3.790747052,2.819412632,3.122695696,2.505905725,2.534754842,2.275972257,1.061041897,0.736877649,0.809798781,0.790542762,0.77644128,0.707041149,1.094029723,1.048256322,1.035680442,1.13139565,1.413105523,1.158927243,1.056284041,0.811702348,1.054658798,1,1,0.259825746,0.736188336,0.443206699,0.207430341,0.487789988,0.142046836
P15705,STI1,589,2991.676124,2960.716042,2883.901592,2306.599566,2548.648586,1826.228009,1387.299602,1537.146122,2178.613519,1639.270379,1479.355363,1384.15538,1154.091662,1135.594333,1140.720575,1985.46993,1985.260313,1601.805254,2826.406895,2224.503086,2905.265108,3296.204286,3508.455416,3697.455627,3866.831245,2741.943562,3347.154621,1417.414236,2379.251999,2008.939782,1646.781572,1884.817632,1604.809732,2426.876451,2215.440485,2047.869881,2475.835441,2930.878562,3083.478022,3605.101742,3734.070646,3354.351388,1.561417633,2.590657299,1.881181602,2.701917393,2.456333717,2.331111399,0.950126282,1.1564845,1.163864226,0.748358714,0.723527472,0.741990275,0.763613095,0.711362449,0.763362733,0.956516553,1.009748019,1.118476111,1.79190926,1.705162816,1.869169321,3.463556243,2.782276535,3.237189963,3.383348157,3.654002617,3.48268739,0.970482314,1.319162755,0.696866001,0.340989006,0.371754855,0.359500693,0.53463848,0.554205588,0.520376987,0.955217547,1.248230153,1.21556224,0.92727752,1.394524543,0.95338415,2,1,0.885782578,0.561234623,0.627495516,0.86996904,0.574481074,0.624503687
P15731,UBC4,148,112.726987,96.58939465,118.9844478,95.49961895,127.6324151,76.87464285,66.55360777,85.37305417,47.53491228,93.89416174,108.6102554,96.1601977,84.97455694,92.05576993,90.69770116,112.70453,100.3665195,133.4536309,135.9971154,177.2877657,153.6383198,79.06016714,102.2489897,165.2099091,187.2794507,73.31611823,111.5183551,64.95651214,110.8442778,131.4357002,151.042466,169.1717091,93.80313811,130.3731599,110.0610203,123.5600009,92.64348177,129.0338454,86.66876799,91.0002773,92.02853439,85.88694388,1.507092534,1.604566713,1.917936692,3.197935838,3.14463527,2.762186565,1.460444153,1.73977022,1.77581037,1.609223338,1.602888281,1.649562536,2.717291662,2.458850756,2.423012507,4.057516677,3.813652479,4.518772792,6.599189905,6.437281237,7.385112365,4.213133982,3.775094086,3.983400172,5.923706364,6.088721586,6.700940572,1.910767408,1.534325272,1.143989004,1.046328881,1.080080724,0.987906634,1.400402418,1.65295863,1.517547697,2.100814971,2.607506166,2.259455248,1.797036459,1.693975047,1.906133974,1,1,0.787747631,0.11670609,0.359192562,0.533539732,-0.136141636,0.096993761
